replicate,correlation
232,0.2810985337456125
233,0.4273262441572568
234,0.4065030236904777
235,-0.11046857508058013
236,-0.02980228432364043
237,-0.22139497686475693
238,-0.17887222037562367
239,-0.27825945237151883
240,-0.017342712905322785
241,-0.1309661811546815
242,0.02503114046910711
243,-0.08696733688257904
244,0.3254078887144347
245,0.25178328102821795
246,-0.49000898223054057
247,-0.03854691053981481
248,-0.020183291979318858
249,0.1343943553806395
250,-0.03506152284659916
251,-0.4251466411508118
252,-0.04520128696385726
253,0.3825703762562961
254,0.42485833630893766
255,0.2288694946299004
256,-0.1259069786861707
257,0.46964357595945305
258,-0.6321178007481144
259,0.12849987373126992
260,0.16174570251625583
261,0.005907491046932511
262,0.42081792942099955
263,-0.014121176114082453
264,-0.35483596892386265
265,-0.13114145499866534
266,0.06634520551524552
267,-0.032429848146101004
268,-0.25865621649677384
269,-0.14990167973445886
270,0.14606650678260316
271,0.28022996371868286
272,0.31127561853713764
273,0.05505940065948339
274,-0.07526309476145822
275,0.05589884910866866
276,0.23366992716849935
277,0.273389623276497
278,0.3079602184375891
279,0.09638929864711604
280,-0.21253036927965538
281,0.3293355000102668
282,0.19108956939738908
283,0.14909928023473235
284,-0.08160710466635686
285,-0.29161152650608796
286,0.06372449902782601
287,0.0475088135540504
288,0.2846530947010062
289,-0.08493636667916206
290,-0.11333269721809672
291,-0.16034741956426118
292,-0.09325127110816936
293,0.07337744887219293
294,-0.08402852495785308
295,0.20834462760177275
296,0.1922841991161975
297,0.09864227048140131
298,-0.05030153690633431
299,-0.28867558439191077
300,-0.11859776492224294
301,0.3495957372106767
302,0.11264068119911028
303,0.3181140725343621
304,-0.22855182110983943
305,0.29034466254561114
306,-0.04368909090063847
307,0.18471031581961622
308,0.2305635350699491
309,-0.43301592956373214
310,0.030047677358482485
311,-0.13765136840638897
312,0.19388781088485596
313,-0.032454172165841476
314,-0.1718601591939654
315,-0.035258910769428914
316,-0.22757287508283816
317,0.02033798128414913
318,-0.13757054811066682
319,-0.13083422431207298
320,-0.20314999951905185
321,-0.08477309853568728
322,-0.29313568488707664
323,-0.11803809156146372
324,0.1180842701701919
325,0.10503188423336197
326,0.041581022303356266
327,-0.12339935166263478
328,-0.07784099565299407
329,0.2097707509615082
330,-0.03510782821338273
331,-0.2136258201030506
332,0.059654405701707144
333,-0.3400539934736257
334,-0.2567661405814939
335,-0.031063741467689147
336,-0.0023308342834041937
337,-0.18782668179564
338,-0.2750097713247865
339,0.06301643719505669
340,0.2100834165063357
341,-0.010621722936181556
342,-0.05094362769826657
343,-0.41700530647945006
344,-0.07339410330631231
345,-0.06894860476964516
346,0.07955470133310634
347,0.17365815263193404
348,0.04743700489391436
349,-0.1872617087746355
350,0.10641349882619693
351,0.191201883077181
352,0.49178936465865736
353,0.028266914250587857
354,-0.06537589997938607
355,-0.24664647789390826
356,-0.07054738028389972
357,-0.07475369813314928
358,-0.2779130614399311
359,0.2245051493211427
360,-0.17851875216299465
361,-0.16986900083858283
362,0.04923317436372921
363,0.09205578769337483
364,-0.43181876861895013
365,0.44521152867541486
366,-0.12259802283103706
367,-0.038859864951589315
368,0.44329947172117007
369,-0.08230609597844235
370,0.2239099086952427
371,0.12200504616359899
372,-0.36204671756529977
373,0.3106882590891545
374,-0.13353734623260308
375,0.05956129470191458
376,0.0533571745130679
377,-0.10069790410408713
378,-0.09346064830503929
379,-0.12022219115666533
380,0.2678673924783451
381,-0.09690454162880711
382,0.10277204689143968
383,0.13471655720985323
384,0.03883509126668178
385,-0.17871699278563255
386,-0.27923999620525
387,-0.15180286292735623
388,0.04552344064877979
389,-0.3778651978099822
390,-0.11964685400988505
391,-0.20343601227910124
392,0.056919073294448785
393,-0.12266457337395036
394,-0.15586707127569802
395,0.3179887888244615
396,0.07755404726667972
397,0.5596206515989952
398,-0.43363965506925845
399,-0.14308453341944669
400,0.11505893036516784
401,0.056372239795199695
402,-0.041413967857533665
403,-0.07053174963953926
404,0.17994577746686918
405,0.14239025267130384
406,-0.1917045038162096
407,-0.1459149002379969
408,-0.18586396712230574
409,-0.4838448224578889
410,-0.011464943221042474
411,0.19981897909271146
412,-0.09338644489516412
413,0.02520925367631542
414,-0.011655694927327327
415,-0.16053435776343183
416,-0.3601294382804022
417,0.15294490502384447
418,-0.46495124958540707
419,-0.10420881864051429
420,0.3302829605923706
421,0.14435507935433145
422,-0.1653903004229197
423,-0.008405136125157813
424,-0.2620947027409933
425,-0.2463188715193155
426,0.04401553352362241
427,0.07509545685175228
428,-0.017476055056363043
429,-0.11841705983633018
430,-0.0074965536978750255
431,0.6492783644585798
432,-0.057723943294064155
433,0.06938559945748068
434,0.14221105141287171
435,0.19287812237978896
436,0.015565950987540024
437,0.08182417237307951
438,-0.09809777475922683
439,0.3520548848292636
440,0.42452820561241317
441,0.1595203002493676
442,0.05702013740079478
443,0.07062919919364721
444,-0.20751117785980283
445,0.15503449152810497
446,-0.26169018239913094
447,0.25784408526690555
448,-0.23954317226965305
449,0.03150692164362437
450,-0.11434044680674686
451,-0.11481485277833466
452,-0.05032881765345765
453,-0.22392735733982927
454,0.05422354124873119
455,0.38061231904508985
456,-0.028177806176009807
457,0.16387320417645532
458,-0.10513784905840412
459,0.2715335374988023
460,-0.1897892033802101
461,-0.14487069760132337
462,0.08839118102591251
463,-0.22425648087375716
464,0.15411570546203146
465,0.1727465454315452
466,0.18422536076366305
467,-0.00987557246224482
468,0.22070182067421026
469,0.03233593885569637
470,-0.21474682651658777
471,0.09468921699711087
472,0.13040373219039267
473,0.06113716525599077
474,0.007817620900734797
475,0.3744729475811272
476,0.33689532030351044
477,-0.33290998625516754
478,-0.1765102718387245
479,-0.37105152048867845
480,0.10300459907675652
481,0.36362193319987873
482,0.23693715417541988
483,0.009723065576292121
484,0.3157617482529716
485,-0.33260795276734273
486,-0.15611594506584664
487,-0.03072864951019466
488,-0.3974940253759645
489,0.06698801794734996
490,0.27907353642706445
491,0.23996299761058054
492,0.14851910871346072
493,-0.18946147188940338
494,-0.07064644462861343
495,0.09082273759809319
496,0.05514379225169221
497,0.5655513039217803
498,0.019719905911107442
499,-0.20897918355838807
500,-0.1705130240255246
501,-0.06586999433191407
502,-0.35819946772331424
503,0.11946833942553049
504,-0.3098877112327572
505,0.17854166415296457
506,0.41184215877155966
507,0.2761205257812724
508,-0.07126335854964863
509,0.05528949449054868
510,-0.034748554755324665
511,0.0821018823764079
512,0.040148116766752326
513,-0.02855359535445185
514,0.29439239044139603
515,0.10000744896143843
516,0.16881214996275842
517,-0.06354476086927358
518,-0.07188644226527278
519,-0.16252263531026026
520,0.26047152377014166
521,-0.0018499112612458636
522,0.05287377600841705
523,-0.035609414178001876
524,0.12995064627965508
525,0.210268203231323
526,-0.18538995658614468
527,0.39678128987615896
528,-0.38660760056891924
529,0.5451643925911948
530,0.08467508614430598
531,0.3186232838416405
532,-0.027667269277458183
533,-0.2835141274022941
534,-0.052691491752474943
535,0.4499467237236895
536,0.1326442484832139
537,0.10501342161001236
538,0.12420513382524169
539,-0.05695846588690392
540,0.023814997799700404
541,-0.04359304571251456
542,0.05791366798805253
543,0.014412976195032482
544,-0.07118574864135246
545,0.021562055959948097
546,-0.11184000714313631
547,0.25700122308802187
548,-0.03602336795623917
549,0.07303118062705194
550,0.1948120192744102
551,-0.16493055666918185
552,0.2950586276359006
553,-0.08853332169147532
554,-0.3146961496813412
555,0.20279156082328806
556,0.23301899725898637
557,-0.08601446083008693
558,0.014264681771770154
559,-0.14185198098859217
560,0.3640667873725726
561,0.041207823482813655
562,-0.2039305830783272
563,0.09876218511446452
564,0.11300709850003157
565,0.17863889543011197
566,0.13538059773360347
567,0.12022535380694878
568,-0.18311714711682506
569,-0.18557017539233708
570,-0.3355921158803806
571,-0.3732675644083379
572,0.051719200786974416
573,0.3417475953997414
574,0.026270005534896248
575,-0.13151732950557146
576,-0.14186816841527017
577,0.3452408284963353
578,-0.16588057336142525
579,-0.00329579071964149
580,-0.13866422408479714
581,-0.0337085742712054
582,-0.1289613757404506
583,0.21976137128412743
584,-0.026469926498080613
585,-0.2923880282664992
586,0.08185416754278177
587,0.0020358349130861326
588,0.00375528700812571
589,-0.18898177452144818
590,-0.020354248272588936
591,0.07581728702806391
592,0.28741061027994746
593,0.025995384775974698
594,0.13000791784034804
595,-0.206646820532719
596,0.2638100547054629
597,0.40534573920348826
598,0.019148741844680146
599,-0.11361143276348132
600,0.033755790547460994
601,0.06404976242234982
602,-0.21765373319051745
603,-0.20928635842494753
604,-0.2969068821393165
605,0.07142988909638648
606,0.09703697386679871
607,-0.4172108035421072
608,0.008842494227674077
609,0.16453885052562003
610,0.36737890011467855
611,0.07906391119955164
612,0.25854306095072815
613,-0.1436233095172122
614,-0.22813827827736047
615,-0.17220273607072858
616,-0.2572756005119043
617,-0.09951211143672038
618,-0.024907030252194134
619,0.2693135704546317
620,-0.22457585501061517
621,0.14852749217496222
622,0.04728631395997205
623,-0.25229568294149496
624,-0.5119992193608097
625,-0.08504558370666096
626,0.13055127683841666
627,0.13595635378943052
628,0.12967979818713338
629,0.45383759141205704
630,0.015888104233660837
631,-0.13302320906958465
632,-0.09394803340226014
633,0.1301835573380417
634,-0.07077332257106213
635,0.18258716098436392
636,0.11570727605962026
637,0.03033448012010058
638,-0.09530653181943458
639,0.257424721986398
640,-0.0800273634909016
641,0.2611297200038402
642,-0.11095672699898534
643,-0.059193281002733474
644,0.0957295561542637
645,-0.3448050593594429
646,0.052533190294189486
647,0.08289973508454454
648,-0.1493523390686187
649,0.30340866659836
650,0.0910093724174531
651,-0.3064837213257852
652,-0.1192412504606324
653,-0.34840649707514953
654,0.49189495271019923
655,0.14392989989408864
656,-0.08500270719040813
657,-0.022047163125921438
658,0.3148481148596023
659,-0.1606209546133257
660,0.03109454885700874
661,-0.17980229359496316
662,-0.11338402711246413
663,-0.21216692983987517
664,-0.026116117890706336
665,-0.09809774980351116
666,0.007521985316206405
667,0.09524604621705332
668,0.35044327472423237
669,-0.12423799732158132
670,-0.15651125133487073
671,-0.015665235336052158
672,-0.03520973164137636
673,0.02513299808506614
674,-0.18093733760021927
675,0.0016743623303776963
676,0.01423344320347465
677,0.35522038236200776
678,0.2246496270855138
679,-0.06464036470568382
680,0.08076823684716002
681,0.00790066990020726
682,0.15216407240934957
683,0.09374463587230915
684,0.05240684775054805
685,-0.054546188790820675
686,0.05960371863425808
687,-0.25531092356915286
688,-0.008900107566069184
689,-0.5541542994748502
690,0.1204082604717894
691,0.25664849581181054
692,0.030358646695827537
693,-0.04748934856356872
694,-0.4071194031071227
695,-0.03587240401118278
696,-0.09037412134566017
697,-0.2451234984258962
698,-0.13935558204058135
699,0.1317293268138098
700,0.35166673804386445
701,0.11880385188114996
702,-0.4099948854064488
703,0.3006033347452206
704,0.07605770195805564
705,-0.026523220482708595
706,0.3650713115952974
707,0.08635433137965619
708,-0.013726401966178059
709,-0.22434845108922122
710,-0.5011104914632802
711,0.18417478827115394
712,-0.008590903235305957
713,-0.07564731863620201
714,0.07926631397973269
715,0.08873657390112312
716,0.13081945714650478
717,0.19448976407266735
718,0.07133145779643948
719,-0.2681533465153265
720,-0.1946350542543872
721,-0.1469379086546064
722,0.06065620367647762
723,0.2447715640451137
724,0.1555615932357837
725,-0.1502151353846282
726,-0.04911585020687286
727,0.2643352079776205
728,0.0013961108884618656
729,0.30700029797591777
730,0.3048806579397676
731,0.3423944712267697
732,-0.0995868143642784
733,-0.0022658327783906204
734,0.1347145058388635
735,0.12006482796936954
736,-0.2349720711517542
737,-0.37977090914234934
738,0.2983678816373261
739,0.19167524998687077
740,-0.18186500481512924
741,0.2129536877748321
742,0.26014586551850294
743,-0.24939966323775786
744,0.014943764298915694
745,0.07607936078047928
746,-0.03195332626196943
747,-0.147022758415705
748,-0.09036950571672239
749,-0.07849312770507777
750,0.18100013200740372
751,-0.11899922616486877
752,0.3330807864143045
753,0.2210534850539224
754,-0.008829835544738807
755,0.10005230212981502
756,0.4047903240720967
757,-0.19282825077806948
758,-0.4139571401704468
759,0.023252358478235285
760,0.10075865029567539
761,0.018139617224245303
762,-0.42647367261395785
763,-0.24695861684211076
764,-0.0480023814869562
765,-0.12261781516171408
766,-0.17180952327920596
767,0.11734915253680657
768,-0.06598850837421735
769,0.060979219976113344
770,0.2923569954450364
771,0.11065900131930756
772,-0.24280231926466916
773,-0.09859922582626832
774,0.0026268686712037567
775,-0.03609593543745803
776,0.035713111360215266
777,-0.21366694056756166
778,0.03987509492655012
779,0.1761810266489451
780,-0.3128723474318206
781,-0.06526344274483316
782,0.11200474643120499
783,-0.1998407266796731
784,-0.0037618207240256783
785,-0.17432500439688417
786,-0.13444884629260234
787,-0.08628832502960573
788,-0.09745132643680042
789,0.3688906580623238
790,-0.07466296994416985
791,-0.38713042425681726
792,-0.09684997468654988
793,-0.2769721349515787
794,-0.04757975380853465
795,0.11572817484899266
796,0.34749435276869534
797,-0.04265468038270643
798,0.08125415048726367
799,0.09043670939536688
800,0.030337200746955572
801,-0.4779528713672206
802,-0.13338392064547508
803,0.21458455827306935
804,-0.125798061807912
805,0.09096591526637349
806,-0.14465736672926427
807,-0.02598554412412383
808,-0.1632224482733962
809,-0.052099876808923036
810,0.2995939921354646
811,-0.17129315412985346
812,0.2687263981584459
813,0.22643945483587175
814,0.1406272942590357
815,-0.1606750688956879
816,0.1681163608727051
817,0.0711985246215635
818,0.008736374091570734
819,-0.12083307710779365
820,-0.05399098775936471
821,-0.10103113696160237
822,0.11968318285026731
823,-0.34998265298769204
824,0.03530011255519762
825,-0.05888242536821338
826,-0.13888669910518234
827,0.1073711850913029
828,-0.19270267447614656
829,-0.08162163034766318
830,-0.1016754660347497
831,0.08752742095517274
832,0.1378170565307301
833,0.27607316091642153
834,0.02468836866432183
835,0.01678035760263503
836,0.18593930864461836
837,-0.2908438033529805
838,0.3048104553268614
839,-0.05101301142129002
840,-0.022941930207376428
841,0.453691431961226
842,0.11806711528287066
843,-0.45147573047230466
844,0.16405403401412685
845,0.046716355336403885
846,0.1215820153548135
847,0.2489816740678921
848,-0.19258815589233208
849,0.10469577093825105
850,-0.13495652567063315
851,-0.036320216695438216
852,-0.10960315657376082
853,-0.06338297046825496
854,-0.12954927362163862
855,-0.13818689666305756
856,0.25124685505891226
857,0.049546463987922354
858,0.19799917681961288
859,0.0557004201317789
860,-0.18993057841898933
861,0.0450192707958554
862,0.15474596083017955
863,0.07920313442105814
864,-0.28618909024425615
865,-0.22470345635296562
866,-0.03236258116315135
867,-0.19732625347893862
868,-0.2119064741768964
869,-0.1188301345543537
870,-0.15643930306505452
871,0.03569053505804148
872,-0.06325664992982506
873,0.039130974987915
874,-0.14495931980409615
875,-0.1343788947631774
876,0.06665911195829453
877,-0.5315746747842255
878,0.10893432315795035
879,0.03529394731897968
880,0.4451373934408788
881,-0.04781051009022051
882,-0.06802907754665295
883,-0.06609046345618101
884,0.26527210833449943
885,-0.10549730689277231
886,-0.19288735135654791
887,0.08801298596000601
888,-0.24651693359593868
889,-0.19020285363084932
890,-0.11438924221085625
891,-0.14293617384145416
892,-0.11947996902326982
893,0.029599782661436213
894,0.295902359698061
895,-0.16632529056550857
896,-0.001360732179387548
897,0.10502440914289074
898,0.25351064861742
899,0.17137974410742024
900,-0.35458517363822606
901,-0.10772113283247275
902,0.05178863626262759
903,-0.3087981884586491
904,0.5083175976028227
905,0.1555030085051032
906,-0.09661619441754556
907,0.20579722141075762
908,0.11747516897595145
909,-0.25735638571971836
910,-0.2856107295308738
911,0.35638107418231857
912,0.4791743560510408
913,0.010007998964814177
914,0.09910273211188612
915,-0.1014101595750317
916,0.006766181542930339
917,0.03610461078767828
918,-0.18397894790441083
919,-0.2574696951079445
920,0.10202000905846259
921,-0.11783972224459575
922,-0.18604824472290676
923,0.47469707684006013
924,0.11996173154554961
925,0.10058211922024074
926,-0.20070107572559207
927,0.0953496729957291
928,-0.14473737878193407
929,-0.046634002193180445
930,-0.08544169284006445
931,-0.21443331328535736
932,0.37667294688975306
933,-0.39061696983166816
934,0.042373577943969475
935,0.0322846361882045
936,0.1331836828738187
937,-0.07880334093038668
938,0.13776956416952027
939,0.41613589405456364
940,0.12324934575882085
941,-0.050832433656106464
942,-0.21101927197964043
943,-0.2824238908036499
944,-0.3752132460908796
945,-0.0011570068223977382
946,0.18062206218326002
947,-0.24965766472724674
948,0.11379226345083905
949,0.1562238479316163
950,-0.3214904181722063
951,0.14168200451775048
952,0.30165259267758376
953,0.3078947027581258
954,0.1748520660356518
955,0.08831222227428547
956,0.18986696269518152
957,0.04504029473136913
958,-0.5915292827080717
959,-0.1005245201963276
960,-0.19233704327460893
961,-0.11294724071314344
962,-0.1558892037059527
963,0.10718034084540545
964,-0.03859991904077108
965,-0.19745086449958546
966,-0.2950714513007587
967,-0.10383317317846347
968,0.2420431816524598
969,0.11907459702982252
970,-0.13865679322526075
971,-0.19488670661355417
972,-0.1022411726531365
973,0.15295400546994453
974,-0.26671256651232533
975,0.26907626848597715
976,-0.07256570631783955
977,0.0667909547332664
978,-0.2296626623736438
979,-0.1937135534397443
980,0.06500859852564292
981,-0.19547311115844584
982,0.032175004229256475
983,0.14581153364553448
984,0.06753003993068606
985,-0.3596213058495153
986,-0.13298986305562793
987,-0.09679031922129701
988,0.5404264598126611
989,0.1656465519982045
990,-0.13879216512431453
991,0.17050101008493215
992,-0.07806950761895429
993,-0.25341511636727476
994,0.2764151567037113
995,0.40591529920153213
996,-0.1501776932564824
997,0.19320250723411964
998,0.19165709018943006
999,0.04997727481874324
1000,0.011761867903940145
1001,-0.04063788165261499
1002,-0.10596745099148697
1003,-0.17446432782590535
1004,-0.12000887716896509
1005,0.0728613278746757
1006,0.17465209126055634
1007,-0.12434887036336545
1008,-0.2128972681378151
1009,-0.418890255668779
1010,-0.1360752314449068
1011,0.2183352218770844
1012,0.2855223963749279
1013,-0.12901295425731216
1014,0.06393319483351965
1015,0.35076457682424866
1016,0.43653071073039695
1017,-0.2015202503677978
1018,0.07737550781293684
1019,-0.3038452588534522
1020,0.05577817526800648
1021,0.19023011853210925
1022,0.17785635923405924
1023,0.10665697327458616
1024,0.0559621910598676
1025,0.1587339190734333
1026,-0.0765559437661342
1027,-0.034557141230378986
1028,-0.18391995699892508
1029,-0.37469181105941646
1030,-0.04361617483130807
1031,-0.3288132890338597
1032,-0.09071256347037497
1033,-0.23413897044800291
1034,0.13724995955769112
1035,-0.2824657375607264
1036,0.20851778635957474
1037,-0.26725633089668144
1038,0.012067216442072856
1039,0.028401554771069416
1040,0.32404743751266635
1041,-0.22465148532188922
1042,0.18625043539411568
1043,0.025972055956113262
1044,-0.19859422262682397
1045,-0.04506139866848295
1046,0.003664647258924345
1047,-0.11179504199700582
1048,-0.1208072575629966
1049,0.22867624374967374
1050,0.09043675847407097
1051,-0.5107611151432595
1052,0.024746928766810346
1053,-0.028025301729756216
1054,-0.12835621018439491
1055,-0.023160953888140098
1056,-0.39884969852623875
1057,-0.03116634037452358
1058,0.19499718656179213
1059,-0.24001276259788668
1060,0.06608770064134127
1061,-0.4071063908703057
1062,0.2903143412538231
1063,-0.039013615435695995
1064,-0.20729746853621356
1065,0.16433962817943423
1066,-0.3288362804537554
1067,0.41064640275133923
1068,0.2792287372577281
1069,0.007842615867792188
1070,0.0693711697605172
1071,-0.15887550384462498
1072,-0.14069581237699758
1073,0.026518373128124495
1074,-0.027576148858610695
1075,0.23335109371866936
1076,-0.32368486706682453
1077,0.2292048927453149
1078,0.22342586656960775
1079,-0.18443852783703227
1080,0.27799508780312643
1081,-0.22947426462655454
1082,0.3472079236222694
1083,-0.07857538851214815
1084,-0.19186035936032034
1085,-0.3017994308761736
1086,0.07484288289760012
1087,0.21143662658188367
1088,-0.3868804147518826
1089,-0.01738380039762991
1090,0.13477566836256383
1091,-0.08480519233298962
1092,0.3122512257358728
1093,-0.28466072238794043
1094,-0.2862785564220289
1095,-0.034998939282397695
1096,0.0772408384943292
1097,-0.04645429739277981
1098,-0.022610645107315017
1099,-0.2516686025080655
1100,-0.18342409705695217
1101,-0.1066563783397726
1102,0.40386346611322316
1103,0.4893883097159726
1104,0.23803997473378716
1105,0.029228310074810464
1106,-0.23813920516794934
1107,0.21168189178468277
1108,0.06761043057598004
1109,0.15713339293292958
1110,-0.3812819027499178
1111,0.08351274584979751
1112,0.046898177210664464
1113,-0.100286197213963
1114,0.21698361973989744
1115,-0.4248128530394634
1116,-0.04133350346606822
1117,-0.0013142409968520436
1118,-0.14138950043229898
1119,0.11079482497585091
1120,-0.26462250732449133
1121,-0.2437372273390575
1122,0.15069938652728088
1123,0.08321369955574581
1124,0.05289421289333497
1125,0.2768910435824444
1126,-0.006124176442115786
1127,0.23920277567710635
1128,0.18220284427197758
1129,0.2247702126843107
1130,-0.42064781270478785
1131,-0.23650691133989937
1132,0.0029559360969710316
1133,-0.4395746965289102
1134,-0.11503279934470186
1135,-0.0887432270104542
1136,0.0683895032523329
1137,-0.24213345248981782
1138,0.11115884555076279
1139,-0.0678366435568558
1140,-0.11505617125511053
1141,-0.157561336648565
1142,0.11293947595071531
1143,0.22249909813007865
1144,-0.39607490536633866
1145,-0.2685050134839122
1146,0.04049248798754073
1147,-0.11350879453802085
1148,0.012100062693639186
1149,-0.2021961674507108
1150,0.34315809105716644
1151,-0.2548392583758318
1152,0.02792568853678147
1153,0.2550335129979211
1154,0.41371986234127206
1155,0.008143258924618028
1156,-0.05770385228451062
1157,0.21903586234525288
1158,0.08309167215635727
1159,-0.2739984300190532
1160,-0.21623154281367443
1161,0.1489521384877774
1162,-0.13440151757638108
1163,0.02900542214874229
1164,-0.09705696157731031
1165,-0.4163825085768302
1166,-0.33757228704969106
1167,-0.05900102729706309
1168,-0.08492042710712383
1169,-9.740609244220573e-5
1170,0.013546825835228595
1171,0.023934591905046043
1172,-0.08979542248305226
1173,-0.05423328323854656
1174,0.09913201414622028
1175,-0.3446890275092391
1176,0.031789877301780754
1177,0.2736034353331597
1178,-0.11266226981631161
1179,-0.17240729744938912
1180,-0.027648111185896287
1181,-0.0751809384908845
1182,-0.046706906812694376
1183,-0.07040080813647494
1184,0.018838873339770315
1185,0.35480787842088274
1186,-0.25924143336545336
1187,0.19656407013812646
1188,-0.21303880739993175
1189,0.4473449813412491
1190,0.05677048852649511
1191,0.07650711709686683
1192,0.39221619653816575
1193,-0.19289114949672972
1194,0.07168557060518983
1195,0.24885181250467941
1196,-0.44619075661711227
1197,-0.18495763718056604
1198,-0.024966066950885893
